# RockClimbingSorting
This C++ project takes the 1000 top rated rock climbing routes across the United States and sorts and manages the data using data structures and algorithms.
Endless Bliss,Gun Show > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington,3.1,5.9,2,940
Hindu Kush,Main Tier > Ship Rock > 2. Northern Mountains Region > North Carolina,3.1,5.8,2,941
Cloud Nine,Pearly Gates > Snow Creek Area > Icicle Creek > Leavenworth > Central-East Cascades Wenatchee & Leavenworth > Washington,3.1,5.9,2,942
Squatters Rights,Funarama > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International,3.1,5.7,1,943
Hot Flash,First Creek Slabs > 14-First Creek Canyon > Red Rock > Southern Nevada > Nevada,3,5.8,10,944
Rock Lobster,Otter Cliffs > -Acadia National Park > Maine,3,5.9,1,945
Highway Star,Aw. Highway Star > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California,3.1,5.10a,1,946
West Face,Bell Buttress - Main Crag > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,3.1,5.9+,1,947
Lost at Sea,Upper Tier > Ship Rock > 2. Northern Mountains Region > North Carolina,3.1,5.8,1,948
Short Circuit,Transformer Corridor > City of Rocks > South Idaho > Idaho,3.1,5.10a,1,949
Blanca Nieves,Caliche (Ciales) > Puerto Rico > North America > International,3.8,5.8,1,950
Vector,Main Cliff > Ragged Mountain > Central Valley > Connecticut,3.1,5.8+,1,951
Arete Horizon,The Pond > Queen Creek Canyon > Central Arizona > Arizona,3.1,5.10a,1,952
Dynabolt Gold,The Great Wall > Muir Valley > Red River Gorge > Kentucky,3.1,5.10a,1,953
Preparation H,East Wall > Main Formation > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California,3.1,5.8,1,954
Apparition,Apparition Rock (Front) > Apparition Rock > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California,3.1,5.10a,1,955
The Consolation,(d) Northwest Recess > Tahquitz Rock > Tahquitz & Suicide Rocks > California,3,5.9,6,956
Girls Only,Leda > Tennessee,3.1,5.10a,1,957
Cold Comfort,Boulder Gully > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International,3.1,5.9,1,958
Mental As Anything,k. Hydroman Sector > Safe Harbor South > Safe Harbor > South Central PA > Pennsylvania,3.1,5.9+,1,959
Private Property,North Forty Routes > North Side > Horseshoe Canyon Ranch > North-Central Arkansas > Arkansas,3.1,5.10a,1,960
Gangsta Lean,Dihedrals > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,3.1,5.8,1,961
Russian Arete,Aretes > North Rim Routes > Black Canyon of the Gunnison > Gunnison > Colorado,3,5.9+,6,962
Twin Cracks,Lower Grotto Wall > Grotto Walls Area > Independence Pass > Colorado,3,5.8,1,963
North Arete (Left Start Variation),North Arete > Crystal Crag > Lake George > Mammoth Lakes Area > Sierra Eastside > California,3,5.8,4,964
Imaginary Voyage,The Warlock > The Needles > The Needles / Kern River > Western Sierra > California,3.1,-5.9,4,965
Vertical Alluvium,West Side > Lemon Reservoir > Durango > Colorado,3.1,5.10a,1,966
After All This Time,The Balcony > *Rumney > New Hampshire,3.4,5.7,1,967
Bihedral Arete,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,3,5.10a,2,968
Prehistoric Extermination,Land Before Time Wall > Muir Valley > Red River Gorge > Kentucky,3,5.8,1,969
Three Little Birds,C. Middle and West Walls > C. Lower Tier > Tiers of Zion > Lookout Mountain Road > Golden > Colorado,3,5.9,1,970
Refried Brains,Black Velvet Wall > 16-Black Velvet Canyon > Red Rock > Southern Nevada > Nevada,3,5.9,4,971
Dominion,East Face > Sugarloaf > Sugarloaf Area > Highway 50 Corridor > Lake Tahoe > California,3,5.10a,1,972
Touch Up,Green Adjective Gully > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah,3,5.9+,2,973
W.A.S.P. (What About Some Pesticide?),The Wasp Canyon > Thunder Ridge > West Creek > South Platte > Colorado,3.1,5.7 PG13,1,974
Rated X,3. Black Wall - Right > Black Wall > Donner Summit > I-80 Corridor > Lake Tahoe > California,3,5.7+,2,975
The Roof  aka The Corner,The North End > *Cathedral Ledge > New Hampshire,3.1,5.8,1,976
Glass Balls,Hell Wall (aka Quarry Wall) > Necedah (Petenwell Bluff) > Central > Wisconsin,3.1,-5.8,1,977
Economique,Wheeler Gorge > Hwy 33/Ojai > Central Coast > California,3,5.10a,1,978
Slippery When Wet,North Fin > 4 - Windy Point West > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,3,5.7,2,979
Rite of Passage,Funk Rock City > Northern Gorge > Red River Gorge > Kentucky,3.1,5.9+,1,980
Dr. Strangelove,Kubrick's > Rifle Mountain Park > Rifle > Colorado,3,5.9,1,981
White Lightning,Hemingway Buttress (East Face Left) > Hemingway Buttress > Lost Horse Area > Joshua Tree National Park > California,3,5.7,1,982
Cooke Book,West Face > Daff Dome > Daff Area > Tuolumne Meadows > Yosemite National Park > California,3,5.10a,4,983
Phone Call From Satan,(e) Western Ship - River Face > Smith Rock > Central Oregon > Oregon,3,5.9,1,984
Bold-Ville,j. The Yellow Wall and The Seasons > The Trapps > The Gunks > New York,3,5.8,2,985
Curious George,George > Rock Canyon > Southern Wasatch > Wasatch Range > Utah,3.1,5.8,1,986
Pixie Corner,Pixie Corner > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International,3.1,5.8,1,987
Bye Crackie,Coyote Crag > Central Pinnacles > Holcomb Valley Pinnacles > Big Bear City Area > Big Bear North > Big Bear Lake Area > San Bernardino Mountains > California,3,5.7,1,988
Bee Sting Corner,Southeast Corner > South Peak - East Face > Seneca Rocks > West Virginia,3,5.7,1,989
Quasar,(3) Catwalk Cliff > West Side > (z) Lower Gorge > Smith Rock > Central Oregon > Oregon,3.1,5.10a/b,1,990
Hollow Man,North and West Faces > Challenge Buttress > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah,3,5.9,1,991
Puppy Ride,T-Wall East > The Tennessee Wall > Tennessee,3.1,5.9,1,992
Treebeard,Walls Of Moria > West Side > Horseshoe Canyon Ranch > North-Central Arkansas > Arkansas,3,5.7+,1,993
The Ultimate Everything,Echelon Wall > The Chief > Squamish > British Columbia > Canada > North America > International,3,-5.1,10,994
Chicken Bone,14. Parking Lot > Pilot Mountain > 3. Piedmont Region > North Carolina,3,5.8,1,995
Diesel Driver,Black Line Buttress > East Side > Gallatin Canyon > Southwest Region > Montana,3.8,5.9,1,996
The Saigons,Thin Air Face > *Cathedral Ledge > New Hampshire,3,5.8,2,997
Everything's Gone Green,Main Wall - Center > Isolation Canyon > Central Arizona > Arizona,3.1,5.9,1,998
The Trident,Atlantis South Side > Atlantis > Queen Creek Canyon > Central Arizona > Arizona,3,5.9,3,999
In Lightning,The Druid > 6 - Mid-Mountain > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,3,5.8,2,1000
